'Erdos960.CurveModel.mem_line_iff' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.CurveModel.no_four_collinear' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.CurveModel.ordinaryLine_iff' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.CurveModel.noKCollinear_pts' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.CurveModelAssumption' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.E' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.E_Δ' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.E_Δ_eq_sixteen_mul_paper' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.paper_discriminant' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.E_Δ_ne_zero' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.E_nonsingular' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.E_equation_iff' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.lineCubic' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.lineCubic_eval' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.lineCubic_natDegree_le' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.lineCubic_coeff_three' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.lineCubic_coeff_two' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.lineCubic_ne_zero' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Concrete.card_le_three_of_line' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.resid' depends on axioms: [propext, Quot.sound]
'Erdos960.C' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.H' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.card_C' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.card_H' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.C_disjoint' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.mem_C_iff' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.A₀' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.card_A₀' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.A₀_disjoint_H' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.ordAdj' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.ordAdj_symm' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.ordAdj_of_superset' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.not_ordAdj_of_third' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.edgeCount' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.le_edgeCount' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.ordAdj_residues' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.ordAdj_crosses' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.ordAdj_of_dual' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.card_Dual' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.ord_A₀_ge' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.hgen' depends on axioms: [propext, Quot.sound]
'Erdos960.addOrderOf_hgen' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.hgen_mem_H' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.zsmul_hgen_inj' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.T' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.card_T' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.T_ne_zero' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.T_subset_H' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Aset' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.card_Aset' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.no_edge_A₀_T' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.T_induced_bipartite' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.Aset_bipartite' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.card_destroyed_by' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.ord_Aset_ge' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.key_identity' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.final_bound' depends on axioms: [propext, Classical.choice, Quot.sound]
'Erdos960.m_ge_twelve' depends on axioms: [propext, Quot.sound]
'Erdos960.exists_decomp' depends on axioms: [propext, Quot.sound]
